user_id,show_id,rating,title
8,3482,3.3,Deliha 2
8,6884,4.1,Gosford Park
8,1658,3.7,Valentino
8,1049,3.0,Ricky Zoom
8,2130,3.2,Nigerian Prince
9,492,2.6,Midnight Sun
9,8147,2.3,Taken
9,7151,3.6,Jupiter Ascending
9,3919,3.7,Thriller
9,8286,3.9,The Eichmann Show
9,4037,4.7,Nappily Ever After
9,83,5.0,Metal Shop Masters
9,3466,4.2,Girls Hostel
9,2141,3.8,Gunjan Saxena: The Kargil Girl
9,6770,2.1,Flowering Heart
9,2041,2.2,"Waiting for ""Superman"""
9,3371,3.9,Consequences
9,623,3.1,Mommy Issues
9,6003,5.0,24 Hours to Live
9,6603,2.2,Dexter
9,2914,1.0,Isi & Ossi
9,8509,1.0,The Sinking Of Van Der Wijck
9,5578,2.4,Buddy Thunderstruck
9,1585,3.3,Manhunt: Deadly Games
9,2665,5.0,The King: Eternal Monarch
10,7945,3.1,Saturday Church
10,6635,2.4,Doomsday Preppers
10,8008,5.0,Shorgul
10,93,3.4,JJ+E
10,6137,2.3,American Crime
10,2863,3.0,There Will Be Blood
10,4988,4.5,Children of the Whales
10,1744,2.5,The Beginning of Life
10,4128,2.2,"Ray Romano: Right Here, Around the Corner"
10,6444,1.6,Chaotic Love Poems
10,4186,4.3,"Abdullah, The Final Witness"
10,6897,3.5,Green White Green (And All the Beautiful Colours in My Mosaic of Madness)
10,2326,2.2,Thackeray (Marathi)
10,7262,3.6,Lady in the Water
10,5468,4.9,Sarah Silverman A Speck of Dust
10,2078,3.9,The Promised Neverland
10,8258,2.0,The Croods
10,7365,1.8,Mac & Devin Go to High School
10,572,2.0,Hampstead
10,3770,3.9,Tales of the City
11,143,2.0,Green Lantern
11,254,2.8,Go! Go! Cory Carson
11,2864,4.0,Velvet Colección: Grand Finale
11,7948,5.0,Save Our Shelter
11,7892,4.0,Roonpi Secret Love
11,8800,2.5,Zindagi Gulzar Hai
11,2218,3.3,Norsemen
11,6865,2.9,Golden Time
11,1090,3.3,Story of Kale: When Someone's in Love
11,280,2.4,Bake Squad
11,5472,2.4,Raees
11,7364,4.7,Maacher Jhol
11,4498,2.1,Project S The Series
11,391,4.3,Wynonna Earp
11,497,4.4,Cat People
11,4505,4.0,"Ron White: If You Quit Listening, I'll Shut Up"
11,850,3.2,99 Songs
11,2157,1.2,Wizards: Tales of Arcadia
11,4163,5.0,Z Nation
11,938,5.0,Motu Patlu in the Game of Zones
12,1107,3.8,God Calling
12,3702,5.0,Dope
12,453,4.0,BEASTARS
12,4656,3.0,Next Gen
12,5969,2.9,​Maj Rati ​​Keteki
12,3558,3.5,Million Pound Menu
12,5788,5.0,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio"
12,5518,4.2,Vir Das: Abroad Understanding
12,5103,2.7,La Mante
12,3382,4.7,Daybreak
12,1387,5.0,The Next Three Days
12,6941,4.6,Haven
12,1368,3.8,Below Zero
12,7741,3.1,Pierre Jackson
12,3287,2.7,Maradona in Mexico
12,5244,3.4,Star Trek: Enterprise
12,6758,3.7,First Impression
12,4966,4.3,Trailer Park Boys: The Movie
12,4444,3.1,Jatts in Golmaal
12,1287,1.4,Fate: The Winx Saga - The Afterparty
13,2488,3.7,Raya and Sakina
13,7845,4.8,Red Oleanders Raktokarobi
13,5592,3.0,The Sound of Your Heart
13,8601,2.5,Tokyo Idols
13,912,2.4,The Circle - The Afterparty
13,1095,3.5,This Is a Robbery: The World's Biggest Art Heist
13,6221,2.6,Balto 2: Wolf Quest
13,7648,4.0,Oliver Stone's Untold History of the United States
13,6193,3.6,ATM
13,1159,4.2,Black Is Beltza
13,7027,3.8,Hunter's Prayer
13,589,3.9,Red Joan
13,4450,3.7,Marc Maron: Thinky Pain
13,8797,1.1,Zak Storm
13,273,2.5,Gone for Good
13,4236,4.4,Mexicanos de Bronce
13,8478,1.6,The Rebound
13,4156,5.0,Alt-Right: Age of Rage
13,4191,3.9,Pari
13,3194,3.0,Iron Fists and Kung-Fu Kicks
14,1696,3.2,Polly Pocket
14,6070,4.0,Aşk Tesadüfleri Sever
14,3247,2.5,Trolls: The Beat Goes On!
14,418,1.0,Chhota Bheem Ka Roosi Romanch
14,7599,1.8,NOVA: Bird Brain
14,5069,4.5,The Shannara Chronicles
14,5868,2.7,Hannibal Buress: Comedy Camisado
14,5108,2.2,Todd Barry: Spicy Honey
14,8186,4.1,The Age of Shadows
14,2519,3.5,Avatar: The Last Airbender
14,4756,3.2,Iliza Shlesinger: Elder Millennial
14,5111,1.7,Myths & Monsters
14,291,2.4,SHAMAN KING
14,814,3.7,The Four Seasons
14,708,2.5,Lowriders
14,2184,3.5,Get Even
14,4174,1.3,Innocent
14,7174,1.4,Kay Dyache Bola
14,8189,3.7,The Andy Griffith Show
14,7850,1.1,Reggie Yates Outside Man
15,4795,4.9,I Am Kalam
15,4650,1.9,Show Me the Money
15,3592,3.4,Happy Jail
15,2444,2.8,Cardcaptor Sakura
15,3855,3.1,The Writer
15,3745,4.2,Awake: The Million Dollar Game
15,6363,5.0,Born to Be Free
15,8445,1.0,The Other Guys
15,3653,3.3,Comedians in Cars Getting Coffee
15,364,1.0,Centaurworld
15,7874,3.4,Road to Sangam
15,7925,5.0,Samantaral
15,2474,5.0,One Day We'll Talk About Today
15,3818,4.8,Good Sam
15,493,3.7,RESIDENT EVIL: Infinite Darkness
15,6182,2.8,"Aram, Aram"
15,413,2.4,Chhota Bheem and The ShiNobi Secret
15,3017,5.0,Jezebel
15,5219,1.5,Seven and Me
15,8574,1.6,ThirTEEN Terrors
16,285,1.7,The Railway Man
16,3062,3.3,Jimmy Neutron: Boy Genius
16,7232,1.7,Krish Trish and Baltiboy: Part II
16,5440,3.5,Shimmer Lake
16,5316,5.0,Buster's Mal Heart
16,6018,4.8,50 First Dates
16,2002,2.5,Taco Chronicles
16,6875,2.3,Good Kill
16,2307,3.0,Abby Hatcher
16,1382,5.0,She Is
16,6238,2.4,Barbie Star Light Adventure
16,8343,3.7,The Heroes of Evil
16,2466,1.8,Mako Mermaids: An H2O Adventure
16,7505,2.5,Monty Don's Italian Gardens
16,1623,1.3,The Bachelorette
16,6909,1.9,Hairspray
16,586,1.4,Pet Sematary 2
16,181,1.9,Turning Point: 9/11 and the War on Terror
16,8255,3.8,The Consul's Son
16,2277,1.9,Madras Café
17,1233,3.2,Fate of Alakada
17,2435,2.8,Life's Speed Bump
17,6736,3.0,Familiye
17,7458,3.9,Minnaminugu the FireFly
17,1998,4.0,Call the Midwife
17,6726,3.9,Eyyvah Eyyvah 2
17,586,1.2,Pet Sematary 2
17,3193,2.8,High End Yaariyan
17,7919,3.4,Saeed Mirza: The Leftist Sufi
17,5361,3.7,The Blind Christ
17,5979,3.4,1 Chance 2 Dance
17,1064,1.8,Signal
17,6852,1.0,Gie
17,4789,5.0,King of Peking
17,4512,4.4,Errementari: The Blacksmith and the Devil
17,8424,4.3,The Ministry of Time
17,4751,1.0,Extinction
17,3175,1.7,The Confession Killer
17,6050,3.3,A Noble Intention
17,2184,1.7,Get Even
18,7209,2.1,Kingdoms of the Sky
18,5473,3.4,War Machine
18,8051,4.5,Solo: A Star Wars Story
18,2917,4.3,Taj Mahal 1989
18,1445,1.9,Asphalt Burning
18,6022,3.6,6-5=2
18,8128,3.0,Superman Returns
18,5934,4.7,Mitt
18,2641,1.8,DreamWorks Spooky Stories: Volume 2
18,1955,4.4,The School Nurse Files
18,8555,1.0,The Wedding Curse
18,7934,3.5,Santa's Apprentice
18,7760,2.7,Power Battle Watch Car
18,692,2.7,The Rational Life
18,3066,5.0,Mia and Me
18,805,4.9,Racket Boys
18,8353,1.3,The Hunt
18,5911,4.1,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine)
18,3304,3.0,Sam & Cat
18,2439,3.9,The Student Cop
19,8521,2.1,The Sunshine Makers
19,5096,1.0,Fullmetal Alchemist: Brotherhood
19,6698,2.6,Enemy
19,5401,1.6,Spice Up
19,6225,3.7,Band Aid
19,8138,3.0,Sweeney Todd: The Demon Barber of Fleet Street
19,7326,2.1,"Lock, Stock and Two Smoking Barrels"
19,1573,3.9,The Expanding Universe of Ashley Garcia
19,7104,1.5,It's Fine
19,5016,2.9,Trailer Park Boys Live at the North Pole
19,8580,2.3,Thor: Ragnarok
19,5499,4.9,Chaahat
19,1723,3.6,Bakugan: Armored Alliance
19,1176,4.5,Any Crybabies Around?
19,2351,3.3,Elevator Baby
19,5443,3.6,1898: Our Last Men in the Philippines
19,5132,2.2,The Secret
19,163,4.6,My Boss's Daughter
19,2445,1.0,Chippa
19,5293,2.9,Berserk: The Golden Age Arc III - The Advent
20,2076,3.7,The Boss Baby: Get That Baby!
20,6643,3.7,Dragonheart: A New Beginning
20,1844,5.0,A Babysitter's Guide to Monster Hunting
20,5165,1.3,Longmire
20,2307,4.4,Abby Hatcher
20,5917,4.0,Ralphie May: Unruly
20,2938,2.7,Fifty: The Series
20,8454,2.4,The Pink Panther
20,6684,4.6,Elles étaient en guerre 1939-1945
20,5982,3.8,100 Days Of Solitude
20,1392,3.0,Daughter From Another Mother
20,189,4.6,Bread Barbershop
20,3359,3.9,Mehandi Circus
20,4525,4.9,Mo Amer: The Vagabond
20,4478,5.0,DreamWorks Spooky Stories
20,3119,3.2,Twice Upon A Time
20,7887,1.6,Rolling Papers
20,6392,5.0,Burning
20,6022,4.2,6-5=2
20,2774,3.8,7SEEDS
21,143,2.6,Green Lantern
21,582,4.8,Mother's Day
21,5718,2.9,Mumbai Cha Raja
21,4664,3.5,Age of Rebellion
21,8800,3.5,Zindagi Gulzar Hai
21,5603,2.1,Spark
21,5379,4.7,Tom Segura: Completely Normal
21,3220,2.3,Lugar de Mulher
21,8336,4.4,The Guild
21,1862,5.0,Disco Dancer
21,5778,3.8,Umrika
21,3758,2.3,Jo Koy: Comin' In Hot
21,1540,5.0,Nocturnal Animals
21,2241,2.4,The Business of Drugs
21,2254,2.2,The Protector
21,2696,2.1,The Trial
21,7376,2.6,Magi: Adventure of Sinbad
21,850,3.7,99 Songs
21,1140,2.3,Universal Soldier: The Return
21,1011,1.0,Free to Play
22,5726,4.8,A Grand Night In: The Story of Aardman
22,78,1.0,Tughlaq Durbar
22,2425,1.0,The Light of My Eyes
22,497,3.0,Cat People
22,243,4.1,Everything Will Be Fine
22,6577,2.4,Deadline: Sirf 24 Ghante
22,5408,1.7,Yaar Gaddar
22,8285,3.6,The Dukes of Hazzard: The Beginning
22,2481,2.6,#FriendButMarried
22,4527,4.9,Sofia the First
22,1063,4.6,Living with Yourself
22,6609,5.0,Die Another Day
22,7124,1.7,Jeremy Scott: The People's Designer
22,5250,4.8,What She Put on the Table
22,2984,1.9,Omniscient
22,4407,2.6,Treehouse Detectives
22,2902,2.2,DreamWorks Shrek's Swamp Stories
22,6835,4.4,Genius of the Modern World
22,7601,3.9,NOVA: Building Chernobyl's MegaTomb
22,5751,3.2,DEATH NOTE
23,2572,2.7,Roped
23,4518,3.7,The Haunting of Hill House
23,7967,2.0,Secret
23,1249,4.3,Blanche Gardin: The All-Nighter
23,7189,2.2,Khushi
23,509,4.2,Ask the StoryBots
23,1588,5.0,Mighty Express: A Mighty Christmas
23,3249,4.2,Bangkok Buddies
23,3357,2.3,Sleepless Society: Bedtime Wishes
23,5504,3.9,Kiss & Cry
23,539,4.6,The New Legends of Monkey
23,6047,3.6,A Murder in the Park
23,893,2.0,Wave of Cinema: Filosofi Kopi
23,2294,4.5,Desperados
23,5908,2.4,Danger Mouse: Classic Collection
23,385,2.0,How to Sell Drugs Online (Fast)
23,4270,2.7,LAST HOPE
23,3739,5.0,Luckee
23,3598,2.0,DC Super Hero Girls
23,7514,5.0,Mountain
24,593,2.8,Snow Day
24,3157,2.0,Jack Whitehall: Christmas with My Father
24,6143,1.8,American History X
24,3556,2.1,Kardec
24,3906,5.0,Franco Escamilla: Bienvenido al mundo
24,5696,4.4,1000 Rupee Note
24,393,4.0,A Second Chance:  Rivals!
24,5077,2.7,Godzilla
24,4720,1.9,Chillar Party
24,1462,3.4,Running Man
24,7920,1.5,Safety Not Guaranteed
24,5471,3.6,Joshua: Teenager vs. Superpower
24,2721,1.2,Duniya
24,8710,3.9,Weeds
24,2968,2.4,The Car: Road to Revenge
24,6174,1.7,Anthony Bourdain: Parts Unknown
24,5663,4.0,Sister Cities
24,7378,1.3,Magnetic
24,72,3.2,Jack Whitehall: Travels with My Father
24,5454,1.0,Love.com
25,8578,2.5,Thithi
25,5571,4.5,Asoka
25,1504,1.0,QLIMAX THE SOURCE
25,4770,3.2,Going for Gold
25,2107,5.0,The Sleepover
25,308,3.8,American Masters: Inventing David Geffen
25,1886,3.9,David Attenborough: A Life on Our Planet
25,2434,1.3,Let's Dance
25,5103,4.3,La Mante
25,7401,2.1,Mantra
25,2356,4.0,Feel the Beat
25,7324,2.6,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar)
25,553,1.6,Mortel
25,1465,3.7,The Haunted Hathaways
25,6111,4.1,Alice Doesn't Live Here Anymore
25,5750,3.0,Blind Date
25,7334,4.6,Long Time Running
25,2298,4.3,Southern Survival
25,367,3.6,I'm Glad I Did
25,4000,2.2,5 Flights Up
26,7593,3.2,Nobel
26,2837,2.7,Twin Murders: the Silence of the White City
26,3183,1.1,The Last O.G.
26,5033,2.3,FullMetal Alchemist
26,5585,1.7,Tong: Memories
26,3192,4.1,Eastsiders
26,693,3.8,Ali & Ratu Ratu Queens
26,3504,3.9,Fastest Car
26,6350,3.0,Bobby
26,8143,3.6,Sym-Bionic Titan
26,4155,2.8,Up Among  The Stars
26,2388,5.0,Alexa & Katie
26,378,4.1,Fantastic Fungi
26,5523,2.9,The Mr. Peabody and Sherman Show
26,1628,5.0,The Repair Shop
26,8090,1.2,Sthaniya Sambaad
26,6731,4.8,Fairy Tail
26,712,3.6,Silver Skates
26,239,5.0,Boomika (Telugu)
26,8506,3.0,The Sign of Venus
27,8635,5.0,True Grit
27,6019,4.2,50/50
27,4912,4.6,The Week Of
27,5414,1.2,Little Witch Academia
27,3330,5.0,Billy on the Street
27,3321,5.0,LEGENDS OF THE HIDDEN TEMPLE
27,4944,2.2,Fary Is the New Black
27,4137,2.0,Free Rein: Valentine's Day
27,3720,1.8,EVANGELION: DEATH (TRUE)²
27,4591,1.9,My Suicide
27,7636,4.6,Occupation
27,5169,1.0,The Irregular at Magic High School
27,7037,3.4,I Am Jane Doe
27,8582,2.7,Thorne: Scaredy Cat
27,8627,3.6,Trespass Against Us
27,7053,3.1,Ideachi Kalpana
27,6844,4.1,Ghayal
27,3706,4.7,La Leyenda del Diamante
27,3397,5.0,ChuChuTV Surprise Eggs Learning Videos (Hindi)
27,2847,3.5,Freaks
28,8682,2.1,Vizontele Tuuba
28,8576,4.6,This Is Not What I Expected
28,2654,4.6,The Set Up
28,4733,3.2,Rowdy Rathore
28,2688,3.6,Moms at War
28,4862,2.6,Saint Seiya: The Lost Canvas
28,8236,3.6,The Captive
28,8099,5.0,Straight Up
28,1718,5.0,Trial 4
28,4757,1.3,The Warning
28,6003,3.8,24 Hours to Live
28,7511,3.9,Mortified Nation
28,2698,2.0,Hi Score Girl
28,2936,1.1,Azali
28,4426,2.0,Barfi!
28,6332,1.5,Bleed for This
28,1018,3.8,Jaane Tu... Ya Jaane Na
28,1021,1.8,Peepli Live
28,1088,4.0,Thunder Force
28,381,3.7,The Snitch Cartel: Origins
29,6184,3.4,Arisan 2
29,96,4.4,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd
29,8242,4.4,The Charnel House
29,2794,1.3,The Letter for the King
29,982,5.0,Hayat Öpücügü
29,2038,1.6,My Octopus Teacher
29,4319,3.2,Mowgli: Legend of the Jungle
29,5207,3.1,1922
29,6991,5.0,Honey: Rise Up and Dance
29,5924,2.0,Chelsea Peretti: One of the Greats
29,8168,2.8,Terra
29,6273,4.4,"Behind ""The Cove"": The Quiet Japanese Speak Out"
29,2428,3.5,Overnight Republic
29,426,1.0,Cousins
29,1273,3.0,"Blue, Painful, Fragile"
29,3445,3.6,My Country: The New Age
29,958,3.7,Seven
29,2347,3.9,Kappela
29,177,3.6,The Guns of Navarone
29,4316,3.8,Dogs of Berlin
30,5316,4.3,Buster's Mal Heart
30,7663,3.0,One Last Thing
30,5646,2.1,Jen Kirkman: Just Keep Livin’?
30,6938,1.8,Haunters: The Art of the Scare
30,6295,3.6,Bhaage Re Mann
30,3667,1.4,3Below: Tales of Arcadia
30,7486,3.1,Monkey Up
30,6667,4.5,Eh Janam Tumhare Lekhe
30,7786,1.8,Power Rangers: Megaforce
30,5201,2.1,Joan Didion: The Center Will Not Hold
30,8575,3.7,This Is My Love
30,7165,4.3,Kajraare
30,7708,2.3,Paris Is Burning
30,4524,2.7,Tales From the Hood 2
30,6307,1.5,Big Time
30,3140,5.0,Isoken
30,6296,1.8,Bhagam Bhag
30,7735,1.0,Philadelphia
30,6103,2.7,Ahista Ahista
30,4421,1.3,Aamir
31,4865,3.3,Bill Nye Saves the World
31,4255,4.8,Life Ki Toh Lag Gayi
31,8185,1.0,The Aerial
31,7457,1.0,Mini Wolf
31,6514,5.0,Cold Case Files Classic
31,7501,4.1,Monster High: Why Do Ghouls Fall in Love?
31,4580,4.0,Kurbaan
31,3662,5.0,"Frankenstein’s Monster’s Monster, Frankenstein"
31,3959,2.1,Mercy Black
31,1149,1.6,Yu-Gi-Oh!
31,2822,5.0,Lost Girls
31,1507,4.9,Shaun the Sheep: The Farmer’s Llamas
31,707,4.2,Let's Eat
31,4918,3.7,Psychokinesis
31,8365,4.2,The Invention of Lying
31,7308,2.9,Lincoln
31,5230,2.6,Christina P: Mother Inferior
31,6952,5.0,Hedgehogs
31,6700,2.5,Entanglement
31,1007,3.1,Motu Patlu in Octupus World
32,494,1.3,Rock the Kasbah
32,4560,4.1,Bathinda Express
32,6008,2.4,3 Generations
32,3449,4.9,Creeped Out
32,8179,2.4,The Adderall Diaries
32,2802,4.5,Caliphate
32,5120,4.3,Cheuk Wan-Chi: Two Night Stand
32,3335,4.3,Fire in Paradise
32,6343,2.8,Blue Streak
32,1775,4.9,His House
32,189,4.2,Bread Barbershop
32,8044,2.1,Smash: Motorized Mayhem
32,1777,4.4,Kaali Khuhi
32,7094,1.8,Iqbal
32,3409,5.0,The Laundromat
32,6332,4.0,Bleed for This
32,5740,3.8,They Are Everywhere
32,5848,3.6,Special Correspondents
32,410,4.5,Chhota Bheem And The Broken Amulet
32,5460,2.1,Oh Darling Yeh Hai India
33,582,1.9,Mother's Day
33,1943,2.0,Jab We Met
33,8795,1.7,Yu-Gi-Oh! Arc-V
33,3882,5.0,KO One Return
33,8276,5.0,The Devil Inside
33,4595,4.0,Needhi Singh
33,8768,1.8,Y Tu Mamá También
33,2525,2.9,Parasyte: The Maxim
33,2917,1.3,Taj Mahal 1989
33,7460,3.6,Miracle
33,3448,3.9,Brother in Love
33,7491,1.9,Monster High: Escape from Skull Shores
33,1011,2.7,Free to Play
33,399,2.7,Masters of the Universe: Revelation
33,6696,2.1,End of Watch
33,80,4.0,Firedrake the Silver Dragon
33,5932,3.5,From One Second to the Next
33,7590,3.6,No Entry
33,5026,5.0,Best Lover
33,650,3.4,O Vendedor de Sonhos
34,6572,3.6,Days We Stared at the Sun
34,1112,4.5,Woody Woodpecker
34,6358,2.6,Bonnie and Clyde
34,5253,5.0,Long Shot
34,6820,3.7,Gabru: Hip Hop Revolution
34,3830,3.8,Merata: How Mum Decolonised the Screen
34,7642,3.7,Officer Downe
34,2567,3.0,Death Can Wait
34,3,3.2,Jailbirds New Orleans
34,8743,2.0,Wildlife
34,4082,4.4,The Photographer Of Mauthausen
34,7476,3.5,Mohawk
34,5915,4.7,Aziz Ansari Live at Madison Square Garden
34,3819,3.7,Jonaki
34,2249,3.5,The Epic Tales of Captain Underpants in Space
34,2180,3.2,Toradora!
34,4097,4.2,Awe
34,6133,3.1,American Anarchist
34,3321,2.5,LEGENDS OF THE HIDDEN TEMPLE
34,5833,4.1,Brahman Naman
35,1199,1.9,Savages
35,2382,4.2,The Darkness
35,8717,2.5,Westerplatte Resists
35,7846,4.7,Red Trees
35,441,3.8,Fear Street Part 3: 1666
35,8259,2.4,The Crow
35,7528,4.6,Murderous Affairs
35,1457,4.1,Jenni Rivera: Mariposa de Barrio
35,2050,3.1,Afonso Padilha: Classless
35,8487,3.1,The Riot Club
35,673,1.6,No Time for Shame
35,3643,2.5,The Great Hack
35,2676,2.6,Fauda
35,7916,2.7,Sadie's Last Days on Earth
35,8194,4.1,The Apostate
35,5608,2.9,White Nights
35,6851,1.4,Ghulam-E-Musthafa
35,2904,3.4,Miss Virginia
35,1209,4.3,Just In Time
35,2759,2.4,Tree House Tales
36,2870,2.8,Queen Sono
36,1287,3.5,Fate: The Winx Saga - The Afterparty
36,8386,5.0,The Last Hangover
36,5372,1.7,Ari Shaffir: Double Negative
36,6943,2.6,Haywire
36,602,1.0,The Karate Kid Part II
36,803,2.3,Ouran High School Host Club
36,5836,3.2,Marco Polo
36,6202,3.0,Azhar
36,4557,1.4,A Witches' Ball
36,7909,3.0,Russell Peters: Notorious
36,336,1.3,Friday Night Lights
36,2081,4.5,True: Friendship Day
36,3754,4.0,Yankee
36,4619,3.6,Hold the Dark
36,8333,3.8,The Great Raid
36,1296,3.4,"Hello, Me!"
36,5063,2.6,The Adventures of Puss in Boots
36,1839,5.0,La Révolution
36,3670,2.8,Cities of Last Things
37,5634,4.4,Stereo
37,6944,4.0,He Named Me Malala
37,8665,1.5,Urvi
37,1331,4.3,Five Came Back: The Reference Films
37,7101,3.0,마녀사냥
37,2026,3.9,Poshter Girl
37,767,2.8,Creator's File: GOLD
37,1342,4.0,Space Sweepers
37,1639,3.0,Heartbreak High
37,5206,2.9,W1A
37,6904,2.2,Hükümet Kadin
37,8290,3.1,The Evil Dead
37,4166,2.8,Black Earth Rising
